# Two-Pass Transcription: best_part.mp3
# Duration: 271.44s

Time     Chord        Bass         Chords                       Melody
100.60   Asus4        E3 A2        D3                           E4 F#4 A4 E4 F#5 G#5
100.70   -            E3           -                            E4 F#5 G#5
100.80   Em           E3 G3        -                            E4 F#5 G#5 G4 B4 D5
100.90   Em           E3 G3        -                            G4 B4 D5 G#4 D5
101.00   Esus2?       F#3          E3                           G4 B4 D5 G#4 D5 F#4 G4 D5
101.10   B5           B1 F#3       -                            G#4 D5 F#4 G4 D5 F#4 G4 C#5
101.20   B5           B1 F#3       -                            F#4 G4 D5 F#4 G4 C#5
101.30   B5           B1 F#3       -                            F#4 G4 C#5
101.40   -            F#3          -                            -
101.50   B5           F#3          B3                           F#4 B4 C#5
101.60   Esus2        F#2 F#3      B3 E3                        F#4 B4 C#5
101.70   Esus2        F#3          B3 E3                        F#4 B4 C#5 F#4 B4 D5
101.80   B5           F#3          B3                           F#4 B4 D5 D5
101.90   D            F#3          A3 D3 B3                     F#4 B4 D5 D5 A4 B4 D5
102.00   D            F#3          A3 D3 B3                     D5 A4 B4 D5 A4 B4 D5
102.10   Esus2        F#3 E2       A3 D3 B3                     A4 B4 D5 A4 B4 D5
102.20   Esus2        F#3 E2       A3 B3 D3                     A4 B4 D5
102.30   Esus2        E2           A3 B3 F#3                    A4 B4
102.40   A5           F#2 E2       A3 F#3                       A4 B4
102.50   F#m          F#3 F#2      A3                           A4 B4 F#4 A4 B4
102.60   D            F#3          A3 D3                        F#4 A4 B4
102.70   D            F#3          D3 A3                        F#4 A4 B4
102.80   D            D3 F#3       A3                           F#4 A4 B4
102.90   D?           D3 F#2 F#3   -                            F#4 A4 B4 F#4 A4
103.00   D?           F#2 F#3      D3                           F#4 A4 B4 F#4 A4 F#4 A4
103.10   D?           F#2 F#3      D3                           F#4 A4 F#4 A4
103.20   Bmin7        B2           D3 D4 A3 F#3 B3              F#4 A4 F#4 A4 D5
103.30   Bmin7        B1 B2        D3 D4 A3 F#3 B3              F#4 A4 D5 F#4 A4 D5
103.40   D5           B1 B2        D3 D4 A3 B3                  F#4 A4 D5 F#4 A4 D5
103.50   D5           B1 B2        D3 D4 A3 B3                  F#4 A4 D5
103.60   D5           B1 B2        D3 D4 A3 B3                  -
103.70   D5           B1 B2        D3 D4 A3 B4                  -
103.80   D5           B1 B2        D3 D4 A3 B4                  -
103.90   D5           B1 B2        D3 D4 A3 B4                  -
104.00   Bmin7        B1 B2        F#3 C4 D4 A3 B4              -
104.10   G#7          G#2 F#3      G#3 D#3 D#4 C4               A4 B4 C5 E4 B4 B5
104.20   G#7          G#2 F#3      G#3 D#3 C4                   A4 B4 C5 E4 B4 B5 E4 F#4 B4 D#4 E4 B4
104.30   G#7          G#2 F#3      G#3 C4                       A4 B4 C5 E4 B4 B5 E4 F#4 B4 D#4 E4 B4 D#4 E4 C5 D#4 E4 C5 D#4 E4 G#4
104.40   G#7          G#2 F#3      G#3 C4                       E4 F#4 B4 D#4 E4 B4 D#4 E4 C5 D#4 E4 C5 D#4 E4 G#4 D#4 E4 G#4 D#4 E4 G#4
104.50   G#7          G#2 F#3      G#3 C4                       D#4 E4 C5 D#4 E4 C5 D#4 E4 G#4 D#4 E4 G#4 D#4 E4 G#4 D#4 E4 G#4
104.60   G#aug7       G#2 F#3      E3 G#3 C4                    D#4 E4 G#4 D#4 E4 G#4 D#4 E4 G#4 D#4 E4 G#4 D#4 E4 G#4
104.70   G#aug7       G#2          E3 F#3 C4                    D#4 E4 G#4 D#4 E4 G#4 D#4 E4 G#4 D#4 E4 B4
104.80   Amin7        A1 A2        D3 G3 E3 D4 C4               D#4 E4 G#4 D#4 E4 G#4 D#4 E4 B4 E4 C5 D5 E4 G4 D5
104.90   Gsus2        A1 A2        D3 G3 D4 C4                  D#4 E4 B4 E4 C5 D5 E4 G4 D5 E4 G4 D5 E4 G4 D5
105.00   Gsus2        A1 A2        D3 D4 G3 C4                  E4 C5 D5 E4 G4 D5 E4 G4 D5 E4 G4 D5 E4 G4 D#5 E4 G4 D5 E4 G4 D5
105.10   Gsus2        A2 G3        D3 D4 C4                     E4 G4 D5 E4 G4 D5 E4 G4 D#5 E4 G4 D5 E4 G4 D5 E4 C5 D5 E4 G4 D5
105.20   Gsus2        A2           D3 D4 C4 G3                  E4 G4 D#5 E4 G4 D5 E4 G4 D5 E4 C5 D5 E4 G4 D5 E4 G4 D5
105.30   Gsus2        A2           D3 G3 D4 C4                  E4 C5 D5 E4 G4 D5 E4 G4 D5 E4 G4 D5 E4 D5 G5
105.40   Gsus2        A2 D3        D4 G3 C4                     E4 G4 D5 E4 G4 D5 E4 D5 G5 E4 G4 D5
105.50   Gsus2        D3 A2        D4 G3 C4                     E4 G4 D5 E4 D5 G5 E4 G4 D5 G4 B4 D5 G4 D5 B5
105.60   Gsus2        A1 A2        D3 D4 G3 C4                  E4 G4 D5 G4 B4 D5 G4 D5 B5 G4 B4 D5 G4 B4 D5
105.70   D5           A1 A2        D3 D4 C4                     G4 B4 D5 G4 D5 B5 G4 B4 D5 G4 B4 D5 G4 B4 D5
105.80   D5           A2           D3 D4 C4                     G4 B4 D5 G4 B4 D5 G4 B4 D5 G4 A4 B4
105.90   D5           D3 A2        D4 C4                        G4 B4 D5 G4 A4 B4
106.00   D5           D3 A2        -                            G4 A4 B4 A4 B4 D5
106.10   -            D3           -                            A4 B4 D5 A4 B4 D5
106.20   G5           D3           E3 G4                        A4 B4 D5 A4 B4 D5
106.30   G5           F#3          E3 D3 G4                     A4 B4 D5 E4 A4 D5
106.40   D7?          F#3 F#2      D3 C3 C4                     E4 A4 D5 E4 F#4 B4
106.50   D7?          F#2 F#3      D3 C3 C4                     E4 A4 D5 E4 F#4 B4 F#4 B4 C5
106.60   Bmin7        F#3 B1       D3 C4 A4                     E4 F#4 B4 F#4 B4 C5
106.70   Bm           B1 F#3       E3 D3 C4                     F#4 B4 C5 E4 F#4 A4
106.80   Esus2?       F#3          E3 C4                        E4 F#4 A4
106.90   D9?          F#3 F#2      E3 D4 C4                     E4 F#4 A4 E4 B4
107.00   D9           F#3          E3 D3 D4 C4                  E4 B4 E4 A4
107.10   Bm           F#2 F#3      E3 D3 B3 D4                  E4 B4 E4 A4
107.20   Gmaj7        F#3          D3 G3 B3                     E4 A4 E4 B4 E4 F#4 B4
107.30   Gmaj7        G2 F#3       D3 G3 B3                     E4 B4 E4 F#4 B4 E4 F#4 B4
107.40   Gmaj7        G2 F#3       D3 B3 G4                     E4 B4 E4 F#4 B4 E4 F#4 B4 E4 F#4 B4
107.50   Gmaj7        G2 F#3       D3 B3 G4                     E4 F#4 B4 E4 F#4 B4
107.60   Gmaj7        G2 F#3       D3 E3 D4 B3                  E4 F#4 B4 E4 B4 D5
107.70   Gmaj7        G2 F#3       D3 E3 D4 B3                  E4 B4 D5
107.80   Gmaj7        G2 F#3       D3 D4 B3                     E4 B4 D5 E4 B4 D5
107.90   Gmaj7        G2 F#3       D3 D4 B3                     E4 B4 D5
108.00   Gmaj7        G2 F#3       D3 A3 B3 D4                  E4 B4 D5
108.10   Gmaj7        G2 F#3       D3 A3 B3 E4                  -
108.20   Gmaj7        F#3 G2       D3 A3 B3 E4                  -
108.30   Gmaj7        F#3 G2       D3 A3 B3                     E4 F#4 A4
108.40   Gmaj7        F#3 G2       B3 D3 A3                     E4 F#4 A4
108.50   Gmaj7        F#3 G2       B3 D3 E3 A3                  E4 F#4 A4 F#4 A4 C#5
108.60   Gmaj7        F#3 G2       B3 D3 E3                     F#4 A4 C#5
108.70   Gmaj7        F#3 G2       B3 E3 D3                     F#4 A4 C#5 B4 D5
108.80   Gmaj7        F#3 G2       D3 A4 B3 E3                  B4 D5
108.90   Bm           F2 F#3       D3 B3                        B4 D5 F#4 A4 D5
109.00   Bm           F2 F#3       D3 B3                        F#4 A4 D5 F#4 A4 D5
109.10   B5           F#3 G2       B3                           F#4 A4 D5 F#4 A4 D5
109.20   B5           F#3 G2       B3                           F#4 A4 D5
109.30   B5           F#3 G2       B3                           F#4 A4 B4
109.40   Bm           F#3          D3 B3                        F#4 A4 B4
109.50   Bm           F#3          D3 B3                        F#4 A4 B4 A4 B4
109.60   Bm           D3 F#3       B3                           A4 B4
109.70   D            D3 F#3       -                            A4 B4
109.80   D            D3 F#3       -                            F#4 A4 B4
109.90   D            D3 F#3       -                            F#4 A4 B4
110.00   D            F#3 D3       -                            F#4 A4 B4
110.10   D            F#3 D3       A4 F#4 B4                    -
110.20   A#aug        C3           D3 A#3 F#3                   F4 F#4 A4
110.30   Csus2?       C3           D3 D4 A#3                    F4 F#4 A4 F4 A4 D5 F4 A4 D5 F4 A4 D5
110.40   Csus2        C3           D3 D4 A#3 G4                 F4 F#4 A4 F4 A4 D5 F4 A4 D5 F4 A4 D5
110.50   Csus2        C3           D3 D4 A#3 G4                 F4 A4 D5 F4 A4 D5 F4 A4 D5
110.60   Csus2        C3           D3 D4 A#3 F4 G4              -
110.70   D#maj7       C3 D#2       D3 D4 A#3 G4 C4              -
110.80   D#maj7       C3 D#2       D3 D4 A#3 G4 C4              -
110.90   Csus2        C3           D3 F4 C4 D4 G4               -
111.00   Am           -            C4 A3                        F4 A#4 E5
111.10   A#sus2?      A#2          C4 A3                        F4 A#4 E5 E4 F4 C5 E4 F4 A#4
111.20   A#sus2?      A#2          C4 C3 A#3                    F4 A#4 E5 E4 F4 C5 E4 F4 A#4 E4 A#4 C5
111.30   A#sus2?      A#2          C3 C4 A#3                    E4 F4 C5 E4 F4 A#4 E4 A#4 C5 E4 A#4 C5
111.40   A#sus2       A#2          A#3 C4 F4 A3                 E4 A#4 C5 E4 A#4 C5
111.50   A#sus2       A#2          C4 A#3 F4 A3                 E4 A#4 C5
111.60   A#sus2       A#2          E4 C4 F4 A3 A#3 A#4          -
111.70   A#sus2       A#2          E4 C4 F4 A3 A#3              -
111.80   A#sus2       A#2          E4 C4 A#3 F4 A3              -
111.90   Am           A#2 C2       E3 A#3 C4 A3 F#4             E4 C5
112.00   C7?          A#2 C2       E3 A#3 C4 C3 F#4             E4 C5 C5
112.10   Am           A#1 A#2      E3 A#3 C3 C4 A4              E4 C5 C5
112.20   A#sus2       A#1 A#2      A#3 C3 C4 E4 F4 A4           C5
112.30   A#sus2       A#2          A#3 C3 C4 F4                 -
112.40   Csus2        C3           A#3 D3 D4 G4                 F4 A#4 C5
112.50   Csus2        C2 C3        A#3 D3 D4 G4                 F4 A#4 C5
112.60   Csus2        C2 C3        A#3 D3 D4 G4                 F4 A#4 C5
112.70   Csus2        C3           A#4 A#3 D3 D4 G4             -
112.80   Csus2?       C3           A#3 D3 A#4 D4                -
112.90   A#?          -            D3 A#3 D4                    A4 A#4 D5
113.00   Gm           -            D3 A#3 D4 G4                 A4 A#4 D5
113.10   G            B1 B2        D3 G4                        A4 A#4 D5 A4 A#4 A#4
113.20   G            B1 C3        D3 G4                        A4 A#4 A#4
113.30   G            B2           C3 G3 D3                     A4 A#4 A#4 G4 A4
113.40   Csus2        C3           G3 D3 A#4                    G4 A4
113.50   Fsus2        F2 C3        G3 D3 A#4                    G4 A4
113.60   F            F2 C3        D3 G4 G3 A#4 A4              -
113.70   F            C3 F2        G4 A#4 D3 A4                 -
113.80   Csus2        C3           D3 A4 G4 A#4                 -
113.90   D5           A2 C3        D3                           E4 G4 A4
114.00   D5           A2 C3        D3                           E4 G4 A4
114.10   D5           A2 C3        D3 A3                        E4 G4 A4
114.20   Faug         F2           D3 E3 C#4 A3                 E4 G4 A4
114.30   Dmaj7        F2 D2        D3 E3 F#4 C#4 A3             E4 G4 A4 E4 G#4 A4
114.40   D5           D2           D3 C#4 A3                    E4 G4 A4 E4 G#4 A4 E4 F#4 A4
114.50   D5           D2           D3 C#4 A3                    E4 G#4 A4 E4 F#4 A4
114.60   D5           D2           D3 C#4 A3                    E4 F#4 A4
114.70   Dmaj7        D2           D3 D4 C#4 A3 F#4             -
114.80   D5           A2 D2        D3 A3 D4 C#4                 E4 F#4 A4
114.90   D5           A2 D2        D3 A3                        E4 F#4 A4
115.00   D5           A1 A2        D3 A3                        E4 F#4 A4
115.10   Asus4        A1           E3 D3                        E4 A4 B4
115.20   Asus4        A1           E3 D3                        E4 A4 B4
115.30   Asus2        A1 A2        E3 A3 B3 D3                  E4 A4 B4 E4 G#4 G#5
115.40   Asus2        A1 A2        E3 A3 B3 D3                  E4 G#4 G#5
115.50   -            F#2 F#3      -                            E4 G#4 G#5 E4 F#4 C#5
115.60   -            F#2 F#3      -                            E4 F#4 C#5
115.70   -            F#2 F#3      -                            E4 F#4 C#5
115.80   -            F#3 F#2      -                            -
115.90   D?           F#2          D3 F#3                       -
116.00   D5           A2           D3 C#3 C#4 A3                F#4 A4 C#5 E4 F#4 A4
116.10   D5           A1 A2        D3 C#3 C#4 A3                F#4 A4 C#5 E4 F#4 A4 E4 F#4 A4 E4 F#4 A4
116.20   D5           A1 A2        D3 C#3 A3 C#4                F#4 A4 C#5 E4 F#4 A4 E4 F#4 A4 E4 F#4 A4 E4 F#4 A4 E4 F#4 C#5
116.30   D5           A1 A2        D3 C#4 A3                    E4 F#4 A4 E4 F#4 A4 E4 F#4 A4 E4 F#4 C#5 E4 A4 C#5
116.40   Asus2        A2           D3 E3 B3 D4 G#4              E4 F#4 A4 E4 F#4 C#5 E4 A4 C#5 E4 F#4 G4
116.50   E7           E2 A2        E3 D3 B3 D4 G#4              E4 A4 C#5 E4 F#4 G4
116.60   E            E2           E3 B3 G#4                    E4 F#4 G4
116.70   E            E2           E3 B3 E4 G#4 G4 F#4          -
116.80   Esus2        E2           E3 B3 F#3                    E4 F#4 A4
116.90   Esus2        F#2          E3 B3 F#3 A#4                E4 F#4 A4
117.00   Esus2        F#2          E3 B3 F#3                    E4 F#4 A4 E4 A#4
117.10   F#min7       F#2          E3 A4 F#3 C#4                E4 A#4
117.20   F#min7       F#2          E3 F#3 C#4 A4                E4 A#4
117.30   Em           F#2          E3 A3 B3 G4 A#4              E4 A4 B4
117.40   F#min7b5     F#2 A2       E3 A3 B3 C4                  E4 A4 B4 E4 G4 B4 E4 G4 B4
117.50   Am           A2 A1        E3 B3 A3 C4                  E4 A4 B4 E4 G4 B4 E4 G4 B4
117.60   Am           A1 A2        E3 B3 C4                     E4 G4 B4 E4 G4 B4
117.70   Am           A1 A2        E3 E4 B3 C4                  -
117.80   Amin7        A2 A1        E3 E4 B3 G3 C4               -
117.90   Amin7        A1 A2        E3 E4 B3 G3 C4               -
118.00   Amin7        A1 A2        E3 E4 B3 G3 C4               -
118.10   F#min7b5     A2 F#2       E3 E4 B3 G3 A3 C4            -
118.20   F#min7b5     A2 F#2       E3 E4 B3 G3 A3 C4            -
118.30   F#min7b5     A2 F#2       E3 E4 B3 G3 A3 C4            -
118.40   F#min7b5     A2 F#2       E3 E4 B3 G3 A3 C4            -
118.50   Amin7        A2           G3 E3 B3 E4 A3 C4            -
118.60   Amin7        A2 G3        C3 G4 B3 E4 B4               -
118.70   Amin7        G3 A2        C3 G4 B3 E4 B4               -
118.80   Amin7        G3 A2        C3 E4 B4 A3 A4               -
118.90   Amin7        G3 A2        C3 B3 E4 A3 A4               -
119.00   Amin7        A2 G3        C3 B3 E4 A3 A4               -
119.10   Amin7        A2 G3        C3 B3 E4 A3 A4               -
119.20   Amin7        B2 A2        G3 C3 B3 E4                  -
119.30   Asus2        B2 A2        G#4 G3 B3 E4                 -
119.40   Faug7        F2 A2        C#3 G3 D#3 B3                E4 G4 G#4
119.50   Fsus2?       F2           C#3 G3                       E4 G4 G#4 F#4 G#4 B4
119.60   D5           D3 A1        -                            E4 G4 G#4 F#4 G#4 B4
119.70   D5           D3 A1        -                            F#4 G#4 B4
119.80   D            D3 A1        F#4 B4                       -
119.90   Dadd9        D3           E3 E4 F#4                    -
120.00   C?           F#2 C2       E3                           E4 F#4 B4
120.10   C?           F#2 C2       E3                           E4 F#4 B4
120.20   Dsus2?       -            E3 D3 D4                     E4 F#4 B4 E4 B4 D5
120.30   Dsus2?       D3           E3 D4                        E4 B4 D5
120.40   Dadd9        -            D3 E3 F#4                    E4 B4 D5 E4 A4 B4
120.50   D            D2           D3 A3 E3 F#4                 E4 A4 B4
120.60   D            D2           D3 A3 E3 F#4                 E4 A4 B4
120.70   D            D2           D3 A3 F#4 A4                 -
120.80   D            D2           D3 A3 A4 F#4                 -
120.90   Dsus2        D2           E3 D3 A3                     E4 F#4 A4
121.00   Dsus2        D2           D3 E3 A3                     E4 F#4 A4
121.10   Dsus2        D2           D3 D4 E3 A3                  E4 F#4 A4 E4 A4
121.20   Dm           D2 F2        D3 D4 E3 A3                  E4 A4
121.30   Gsus2        G2           D3 E3 G3 F#4 A3              E4 A4
121.40   Gsus2        G2 E3        D3 G3 A3                     E4 A4 D5 E4 F#4 D5
121.50   Gsus2        G2 E3        G3 D3 A3                     E4 A4 D5 E4 F#4 D5
121.60   Gsus2        G2 E3        D3 G3 A3                     E4 A4 D5 E4 F#4 D5
121.70   Gsus2        G2 E3        D3 A3 G3 D4 F#4 G4           -
121.80   Gsus2        G2 E3        D3 A3 D4 G3 F#4 G4           -
121.90   Gsus2        G2 E3        D3 A3 F#4                    -
122.00   Gsus2        G2 E3        D3 A3                        E4 A4 D5
122.10   Gsus2        G2           D3 A3 E3                     E4 A4 D5 E4 A4 D5
122.20   Gsus2        G2           D3 A3 E3                     E4 A4 D5 E4 A4 D5 A4 D5 E5
122.30   Gsus2        G2 F#3       D3 A3 E3                     E4 A4 D5 A4 D5 E5
122.40   G5           G2 F#3       D3 E3                        A4 D5 E5 D5 E5 F#5 F#5
