# Transcription: best_part.mp3
# Duration: 271.44s
# BPM: 67
# Time Signature: 4/4
# Total Bars: 76
# First Downbeat: 0.000s
# BPM Confidence: 1.00

Bar.Beat   Time     Chord      Bass         Chords                   Melody
31.1.48    107.90   G          G2 F#3       D3 D4 B3                 D5 B4
31.1.59    108.00   G          G2 F#3       D3 A3 B3 D4              D5 B4
31.1.71    108.10   G          G2 F#3       D3 A3 B3 E4              -
31.1.82    108.20   G          F#3 G2       D3 A3 B3 E4              -
31.1.93    108.30   G          F#3 G2       D3 A3 B3                 A4 F#4
31.2.04    108.40   G          F#3 G2       B3 D3 A3                 A4 F#4
31.2.15    108.50   G          F#3 G2       B3 D3 E3 A3              C#5 A4
31.2.27    108.60   G          F#3 G2       B3 D3 E3                 C#5 A4
31.2.38    108.70   G          F#3 G2       B3 E3 D3                 D5 C#5
31.2.49    108.80   G          F#3 G2       D3 A4 B3 E3              D5
31.2.60    108.90   Bm         F2 F#3       D3 B3                    D5
31.2.71    109.00   Bm         F2 F#3       D3 B3                    D5 A4
31.2.82    109.10   B5         F#3 G2       B3                       D5 A4
31.2.93    109.20   B5         F#3 G2       B3                       D5 A4
31.3.05    109.30   B5         F#3 G2       B3                       F#4 A4
31.3.16    109.40   Bm         F#3          D3 B3                    F#4
31.3.27    109.50   Bm         F#3          D3 B3                    B4 A4
31.3.38    109.60   Bm         D3 F#3       B3                       A4 B4
31.3.49    109.70   D          D3 F#3       -                        A4 B4
31.3.61    109.80   D          D3 F#3       -                        B4 A4
31.3.72    109.90   D          D3 F#3       -                        B4 A4
31.3.83    110.00   D          F#3 D3       -                        B4 A4
31.3.94    110.10   D          F#3 D3       A4 F#4 B4                -
31.4.05    110.20   Daug       C3           D3 A#3 F#3               A4
31.4.16    110.30   Csus2      C3           D3 D4 A#3                D5 A4
31.4.28    110.40   C5         C3           D3 D4 A#3 G4             D5 A4
31.4.39    110.50   C5         C3           D3 D4 A#3 G4             D5 A4
31.4.50    110.60   C5         C3           D3 D4 A#3 F4 G4          -
31.4.61    110.70   D#         C3 D#2       D3 D4 A#3 G4 C4          -
31.4.72    110.80   D#         C3 D#2       D3 D4 A#3 G4 C4          -
31.4.83    110.90   C5         C3           D3 F4 C4 D4 G4           -
31.4.94    111.00   Am         -            C4 A3                    E5
32.1.06    111.10   A#sus2     A#2          C4 A3                    E5 C5
32.1.17    111.20   A#sus2     A#2          C4 C3 A#3                E5 C5
32.1.28    111.30   A#sus2     A#2          C3 C4 A#3                C5 A#4
32.1.39    111.40   A#5        A#2          A#3 C4 F4 A3             C5 A#4
32.1.50    111.50   A#5        A#2          C4 A#3 F4 A3             C5 A#4
32.1.62    111.60   A#5        A#2          E4 C4 F4 A3 A#3 A#4      -
32.1.73    111.70   A#5        A#2          E4 C4 F4 A3 A#3          -
32.1.84    111.80   A#5        A#2          E4 C4 A#3 F4 A3          -
32.1.95    111.90   Am         A#2 C2       E3 A#3 C4 A3 F#4         C5
32.2.06    112.00   C7         A#2 C2       E3 A#3 C4 C3 F#4         C5 C5
32.2.17    112.10   Am         A#1 A#2      E3 A#3 C3 C4 A4          C5 C5
32.2.28    112.20   A#5        A#1 A#2      A#3 C3 C4 E4 F4 A4       C5
32.2.40    112.30   A#5        A#2          A#3 C3 C4 F4             -
32.2.51    112.40   C5         C3           A#3 D3 D4 G4             F4 C5
32.2.62    112.50   C5         C2 C3        A#3 D3 D4 G4             F4 C5
32.2.73    112.60   C5         C2 C3        A#3 D3 D4 G4             F4 C5
32.2.84    112.70   C5         C3           A#4 A#3 D3 D4 G4         -
32.2.96    112.80   Csus2      C3           A#3 D3 A#4 D4            -
32.3.07    112.90   Daug       -            D3 A#3 D4                A4 A#4
32.3.18    113.00   Gm         -            D3 A#3 D4 G4             A4 A#4
32.3.29    113.10   G          B1 B2        D3 G4                    A#4 A#4
32.3.40    113.20   G          B1 C3        D3 G4                    A#4 A#4
32.3.51    113.30   G          B2           C3 G3 D3                 A#4 A#4
32.3.62    113.40   C5         C3           G3 D3 A#4                A4
32.3.74    113.50   F5         F2 C3        G3 D3 A#4                A4
32.3.85    113.60   F          F2 C3        D3 G4 G3 A#4 A4          -
32.3.96    113.70   F          C3 F2        G4 A#4 D3 A4             -
32.4.07    113.80   C5         C3           D3 A4 G4 A#4             -
32.4.18    113.90   D5         A2 C3        D3                       G4 A4
32.4.29    114.00   D5         A2 C3        D3                       G4 A4
32.4.41    114.10   D5         A2 C3        D3 A3                    G4 A4
32.4.52    114.20   Faug       F2           D3 E3 C#4 A3             A4 G4
32.4.63    114.30   D          F2 D2        D3 E3 F#4 C#4 A3         A4 G#4
32.4.74    114.40   D5         D2           D3 C#4 A3                A4 G#4
32.4.85    114.50   D5         D2           D3 C#4 A3                A4 G#4
32.4.96    114.60   D5         D2           D3 C#4 A3                A4 F#4
33.1.08    114.70   D          D2           D3 D4 C#4 A3 F#4         -
33.1.19    114.80   D5         A2 D2        D3 A3 D4 C#4             A4 F#4
33.1.30    114.90   D5         A2 D2        D3 A3                    E4 F#4
33.1.41    115.00   D5         A1 A2        D3 A3                    E4 F#4
33.1.52    115.10   A5         A1           E3 D3                    E4 A4
33.1.63    115.20   A5         A1           E3 D3                    E4 A4
33.1.75    115.30   A5         A1 A2        E3 A3 B3 D3              E4 A4
33.1.86    115.40   A5         A1 A2        E3 A3 B3 D3              E4
33.1.97    115.50   -          F#2 F#3      -                        C#5 F#4
33.2.08    115.60   -          F#2 F#3      -                        C#5 F#4
33.2.19    115.70   -          F#2 F#3      -                        C#5 F#4
33.2.31    115.80   -          F#3 F#2      -                        -
33.2.42    115.90   F#aug      F#2          D3 F#3                   -
33.2.53    116.00   D5         A2           D3 C#3 C#4 A3            C#5 A4
33.2.64    116.10   D5         A1 A2        D3 C#3 C#4 A3            C#5 A4
33.2.75    116.20   D5         A1 A2        D3 C#3 A3 C#4            C#5 A4
33.2.86    116.30   D5         A1 A2        D3 C#4 A3                C#5 A4
33.2.97    116.40   A5         A2           D3 E3 B3 D4 G#4          C#5 A4
33.3.09    116.50   E          E2 A2        E3 D3 B3 D4 G#4          C#5 A4
33.3.20    116.60   E          E2           E3 B3 G#4                F#4
33.3.31    116.70   E          E2           E3 B3 E4 G#4 G4 F#4      -
33.3.42    116.80   E5         E2           E3 B3 F#3                F#4 A4
33.3.53    116.90   E5         F#2          E3 B3 F#3 A#4            F#4 A4
33.3.65    117.00   E5         F#2          E3 B3 F#3                A4 F#4
33.3.76    117.10   F#m        F#2          E3 A4 F#3 C#4            E4
33.3.87    117.20   F#m        F#2          E3 F#3 C#4 A4            E4
33.3.98    117.30   Em         F#2          E3 A3 B3 G4 A#4          E4
33.4.09    117.40   F#dim      F#2 A2       E3 A3 B3 C4              B4 G4
33.4.20    117.50   Am         A2 A1        E3 B3 A3 C4              B4 G4
33.4.31    117.60   Am         A1 A2        E3 B3 C4                 B4 G4
33.4.43    117.70   Am         A1 A2        E3 E4 B3 C4              -
33.4.54    117.80   Am         A2 A1        E3 E4 B3 G3 C4           -
33.4.65    117.90   Am         A1 A2        E3 E4 B3 G3 C4           -
33.4.76    118.00   Am         A1 A2        E3 E4 B3 G3 C4           -
33.4.87    118.10   F#dim      A2 F#2       E3 E4 B3 G3 A3 C4        -
33.4.99    118.20   F#dim      A2 F#2       E3 E4 B3 G3 A3 C4        -
34.1.10    118.30   F#dim      A2 F#2       E3 E4 B3 G3 A3 C4        -
34.1.21    118.40   F#dim      A2 F#2       E3 E4 B3 G3 A3 C4        -
34.1.32    118.50   Am         A2           G3 E3 B3 E4 A3 C4        -
34.1.43    118.60   Am         A2 G3        C3 G4 B3 E4 B4           -
34.1.54    118.70   Am         G3 A2        C3 G4 B3 E4 B4           -
34.1.65    118.80   Am         G3 A2        C3 E4 B4 A3 A4           -
34.1.77    118.90   Am         G3 A2        C3 B3 E4 A3 A4           -
34.1.88    119.00   Am         A2 G3        C3 B3 E4 A3 A4           -
34.1.99    119.10   Am         A2 G3        C3 B3 E4 A3 A4           -
34.2.10    119.20   Am         B2 A2        G3 C3 B3 E4              -
34.2.21    119.30   A5         B2 A2        G#4 G3 B3 E4             -
34.2.33    119.40   Faug       F2 A2        C#3 G3 D#3 B3            G#4
34.2.44    119.50   Faug       F2           C#3 G3                   B4 G#4
34.2.55    119.60   D5         D3 A1        -                        B4 G#4
34.2.66    119.70   D5         D3 A1        -                        B4 G#4
34.2.77    119.80   D          D3 A1        F#4 B4                   -
34.2.88    119.90   D          D3           E3 E4 F#4                -
34.3       120.00   C          F#2 C2       E3                       B4
34.3.11    120.10   C          F#2 C2       E3                       B4
34.3.22    120.20   Dsus2      -            E3 D3 D4                 B4 E4
34.3.33    120.30   Dsus2      D3           E3 D4                    E4 B4
34.3.44    120.40   D          -            D3 E3 F#4                E4 B4
34.3.55    120.50   D          D2           D3 A3 E3 F#4             E4 B4
34.3.67    120.60   D          D2           D3 A3 E3 F#4             E4 B4
34.3.78    120.70   D          D2           D3 A3 F#4 A4             -
34.3.89    120.80   D          D2           D3 A3 A4 F#4             -
34.4       120.90   D5         D2           E3 D3 A3                 F#4 A4
34.4.11    121.00   D5         D2           D3 E3 A3                 F#4 A4
34.4.22    121.10   D5         D2           D3 D4 E3 A3              A4 F#4
34.4.34    121.20   Dm         D2 F2        D3 D4 E3 A3              E4 A4
34.4.45    121.30   G5         G2           D3 E3 G3 F#4 A3          E4 A4
34.4.56    121.40   G5         G2 E3        D3 G3 A3                 D5 D5
34.4.67    121.50   G5         G2 E3        G3 D3 A3                 D5 D5
34.4.78    121.60   G5         G2 E3        D3 G3 A3                 D5 D5
34.4.89    121.70   G5         G2 E3        D3 A3 G3 D4 F#4 G4       -
35.1.01    121.80   G5         G2 E3        D3 A3 D4 G3 F#4 G4       -
35.1.12    121.90   G5         G2 E3        D3 A3 F#4                -
35.1.23    122.00   G5         G2 E3        D3 A3                    D5
35.1.34    122.10   G5         G2           D3 A3 E3                 D5
35.1.45    122.20   G5         G2           D3 A3 E3                 E5 D5
35.1.56    122.30   G5         G2 F#3       D3 A3 E3                 E5 D5
35.1.68    122.40   G5         G2 F#3       D3 E3                    F#5 F#5
35.1.79    122.50   G          G2 F#3       D3 G3 E3 B4              F#5 F#5
35.1.90    122.60   G          G2 F#3       G3 D3 B3 E3 B4           F#5 F#5
35.2.01    122.70   G          G2 F#3       D3 E3 B3 B4              F#5 F#5
35.2.12    122.80   G          G2 F#3       E3 B4 D3 B3              F#5 F#5
35.2.23    122.90   G          G2           E3 B4 D3 B3 F#3          F#5 F#5
35.2.34    123.00   G          G2           D3 A4 B3 E3 F#3          B5 F#5
35.2.46    123.10   Dm         G2 F2        D3 A4 E3                 B5 D5
35.2.57    123.20   G5         G2 F2        D3                       B5 D5
35.2.68    123.30   C5         G2 C2        D3 F#4                   D5 B4
35.2.79    123.40   C5         G2 C2        D3 B3                    D5 B4
35.2.90    123.50   C5         G2 C2        D3 B3                    B4 A4
35.3.02    123.60   F#aug      F#2          D3                       B4 A4
35.3.13    123.70   G5         G2           D3 D4                    B4 A4
35.3.24    123.80   G5         G2 F#2       D3 E3 D4                 A4 D5
35.3.35    123.90   Em         G2           E3 B3                    A4 D5
35.3.46    124.00   Em         G2           E3 B3                    A4 D5
35.3.57    124.10   Em         G2           E3 E4 B3                 -
35.3.68    124.20   A5         G2 A1        E3 E4 B3                 -
35.3.80    124.30   Em         G2           E3 E4 B3                 -
35.3.91    124.40   B5         B1 F#3       E3 E4 B3                 -
35.4.02    124.50   B5         B1 F#3       E3 E4 B3                 -
35.4.13    124.60   B5         B1 F#3       E3 E4 B3                 -
35.4.24    124.70   E5         F#3          E3 E4 B3                 -
35.4.36    124.80   A#         F2 F#3       A#3 F3 D3 D4             E4 D5
35.4.47    124.90   F5         F2 C3        D3 A#3 F3 D4             E4 D5
35.4.58    125.00   F5         F2 F3 C3     D3 A#3 D4                E4 D5
35.4.69    125.10   A#         F2 F3        D3 A#3 D4 G4             -
35.4.80    125.20   A#         F2 F3        A#3 D4 D3 G4             -
35.4.91    125.30   A#         F2 F3        A#3 D3 D4 G4             -
36.1.03    125.40   Dm         F3           D3 A4 A#3 D4 G4          F4
36.1.14    125.50   A#         F3           D3 A#3                   F4
36.1.25    125.60   A#         F3           D3 A#3                   C5 C5
36.1.36    125.70   A#         F3           D3 A#3                   C5 C5
36.1.47    125.80   A#         F3           D3 A#3                   C5 C5
36.1.58    125.90   A#         F3           D3 A#3 D4                D5 D5
36.1.69    126.00   A#         F3           A#3 D3 D4                D5 D5
36.1.81    126.10   Faug       F2           D3 F3 C#3                A5 D5
36.1.92    126.20   F5         C2           D3 C#3 F3                A5 D5
36.2.03    126.30   F5         C2 F2        D3 C#3 F3 D#3            A5 D5
36.2.14    126.40   F5         C2 F2        D3 C#3 F3 D4 D#3         A#5 A#5
36.2.25    126.50   Faug       F2           D3 D4 C#3 F3             A#5 A5
36.2.37    126.60   F#5        F2           D3 D4 C#3 F3 F#4         A#5 A5
36.2.48    126.70   A#aug      A#1 F#2      D3 A#3                   F5 C5
36.2.59    126.80   F#aug      F#2          D3 A#3 F#4               F5 C5
36.2.70    126.90   Cdim       C2 F#2       -                        C5 A#4
36.2.81    127.00   -          C2           -                        C5 A#4
36.2.92    127.10   -          C2           -                        C5 A#4
36.3.03    127.20   F5         F2 C2        -                        A#4 C5
36.3.15    127.30   Aaug       F2 A1        A4                       A#4 C5
